property_type,price,bond,address,feature_bedroom,feature_bathroom,feature_parking,agent_brand,agent_name,available_date,property_details
House,650,,"34 Kanooka Grove, Clayton",5,2,2,Harcourts - Mitcham,,Open Wed 13 Nov 11:00am View allAvailable now,"The perfect site to make a stunning new lifestyle statement, this 5 bedroom home stands on a rectangular. Impressive dimensions of this spacious property. Idyllically situated a walk to St Peter's and Clayton primary schools, Monash Medical Centre, Clayton station and shops and minutes to Monash University.Featuring 5 bedrooms with built in robes- Renovated kitchen featuring gas cooking.- Two separate bathrooms freshly renovated, including two showers and two toilets - Freshly painted throughout - Freshly polished floorboard- undercover carport-  Air conditioner *It is a requirement to inspect the property prior to applying.**Registration is not required in order to attend the open for inspection. Please note that we do not offer private inspection unless otherwise stated. ***Inspection times and property availability are subject to change or cancellation without notice. Please visit Harcourts Mitcham website or call our office prior to inspection for latest update.****Whilst Harcourts Mitcham has taken care in the preparation of the photos and description of the property, interested person(s) are advised to make their own enquiries and satisfy themselves in all respects of the property they wish to lease."
Apartment,405,"Bond $2,430","221/1457 North Road, Clayton",2,1,0,,,Available 29 Jan 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 221 - This is a TWO BEDROOMS apartment for TWO person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Apartment,420,"Bond $2,430","127/1457 North Road, Clayton",2,1,0,,,Available 18 Dec 2019,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 127 - This is a TWO BEDROOM apartment for TWO persons onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Apartment,400,"Bond $2,400","G05/1457 North Road, Clayton",2,1,0,,,Available 22 Jan 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit G05 - This is a TWO BEDROOMS apartment for TWO person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New modern, stylish studio, one bedroom and 2 bedroom student accommodation.These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment IncludeRent includes Gas Usage.Fully furnished Studios / 1 & 2 Bedroom apartments.Private stylish bathroom and Kitchen,Broadband internet point and individual telephone line.Apartments include a private courtyard or a balcony.Reverse Cycle Air Conditioning and heatingFurniture inclusions are:Most units with four hot plates gas cookingBed with storage drawers and mattressTelevision and DVD player with remote controlLounge chairsBuild in Study DeskStudy ChairBuild in robeMicrowave OvenUnder bench fridgeWindow furnishings "
Apartment,280,"Bond $1,217","208/1457 North Road, Clayton",1,1,0,,,Available 12 Feb 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 208 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New modern, stylish studio, one bedroom and 2 bedroom student accommodation.These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment IncludeRent includes Gas Usage.Fully furnished Studios / 1 & 2 Bedroom apartments.Private stylish bathroom and Kitchen,Broadband internet point and individual telephone line.Apartments include a private courtyard or a balcony.Reverse Cycle Air Conditioning and heatingFurniture inclusions are:Most units with four hot plates gas cookingBed with storage drawers and mattressTelevision and DVD player with remote controlLounge chairsBuild in Study DeskStudy ChairBuild in robeMicrowave OvenUnder bench fridgeWindow furnishings "
Apartment,280,"Bond $1,217","223/1457 North Road, Clayton",1,1,0,,,Available 19 Feb 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 223 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Apartment,270,"Bond $1,173","108/1728 Dandenong Road, Clayton",1,1,0,,,Available 19 Feb 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit 108 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private stylish bathroomKitchen with 4 burner gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most apartments include a private court yard or balconyApply now to pre-book!! "
House,500,"Bond $2,200","44 Ormond Road, Clayton",3,1,3,,,Open Sat 16 Nov 11:30am View allAvailable now,"The Phone Code for this property is: 43805. Please quote this number when phoning or texting.Nestled behind a traditional picket fence is this highly appealing home of remarkable proportions.  This house has 2 living areas featuring high ceilings, spacious formal lounge and adjoining dining room.  Three good sized bedrooms all with large double BIRs and extra shelving inside. Timber open plan kitchen with a large breakfast bar and numerous cupboards overlooks a sensational family room with an  informal meals area and access to a study nook and the rear garden.  A completely renovated bathroom with quality fixtures.   Large laundry with double trough with room for a dryer and washer.  A wide and expansive driveway would easily allow four to five cars to be parked simultaneously.  At the rear a double sized garage and covered carport lead a to large, flat grassed garden.  Please note the gardens are maintained by the owners' gardener.The home is located within walking distance to Clayton railway station and bus services, Clayton shopping precinct and swimming pool.  Monash Hospital and Monash University only minutes away.Disclaimer: Whilst every care has been taken to verify the accuracy of the details in this advertisement, For Sale By Owner (forsalebyowner.com.au Pty Ltd) cannot guarantee its correctness. Prospective buyers or tenants need to take such action as is necessary, to satisfy themselves of any pertinent matters."
Unit,490,"Bond $2,129","1/20 Burton Avenue, Clayton",3,1,2,LJ Hooker - Clayton,,Available now,"Conveying a peaceful and private existence nestled at the front of a well-maintained group, this superior single-level unit is a sun-flooded sanctuary for those on the quest for a carefree lifestyle in a high-convenience location. Impeccably presented with a dual-zone layout, a spacious lounge is the perfect accompaniment to an immaculate kitchen and light-filled family/meals area, that unfolds to a covered courtyard with cafe blinds for year-round entertaining.3 bedrooms each fitted with BIRs, central bathroom, ducted heating, SLUG and carspace. Enjoy a lifestyle of comfort and convenience with the prospect of adding contemporary elements in the future, a walk to Clayton shops and train station, Monash Medical Centre and Clayton Community Centre."
Apartment,460,,"G01/27-29 Koonawarra Street, Clayton",2,2,1,Barry Plant  - Glen Waverley ,,Open Thu 14 Nov 4:00pm View allAvailable 20 Dec 2019,"You will be surely impressed with this apartment complex and its location! Fully secure with security swipe card entry to building, security video intercom to each apartment and at main entrance, basement car parking with remote controlled gates. CCTV in basement car park, main entry foyer area, common areas and elevator. This chic apartment offers state of the art kitchen with stainless steel gas appliances, dishwasher and Cesar stone bench tops. Open living area with split system heating and cooling leading out to your own private court yard or balcony. 2 Bedrooms with built in robes. 1 Bathroom and 2 toilets and open living area. European laundry and beautifully finished bathrooms. Further Features include, porcelain floor tiles and quality carpets to bedrooms, LED down lights and data internet connection. Within very close proximity to Monash University, Monash Medical Centre, Clayton train station and bus services, freeway access and shopping districts. (4 mins walk to Monash Uni, 5 mins drive to Monash Medical Centre, 3 mins walk to bus stop at Clayton Road & 6 mins drive to Clayton train station and shopping centre)NOTE: PHOTO ID IS REQUIRED AT ALL OPEN FOR INSPECTIONSDisclaimer: This advertisement has been prepared with our best endeavours to ensure the information contained in this document is true and correct.We accept no responsibility and disclaim all liability in respect to any errors, omissions, inaccuracies or exclusions in this document. Prospective tenants must make their own enquiries to verify the information contained in this material is true and correct. It is a requirement to inspect the property prior to applying.Inspection times and property availability are subject to change or cancellation without notice."
Apartment,270,"Bond $1,173","117/1728 Dandenong Road, Clayton",1,1,0,,,Available 29 Jan 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit 117 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private stylish bathroomKitchen with 4 burner gas cookingWireless High Speed Broadband Internet (at own cost)Most apartments include a private court yard or balconyApply now to pre-book!! "
Townhouse,550,"Bond $2,390","1/83 Kionga Street, Clayton",5,2,1,First National Clayton - CLAYTON,,Open Thu 14 Nov 4:50pm View allAvailable now,"Spacious well-manicured townhouse in the heart of Clayton! Making the most of the location, the future residents will no doubt enjoy the convenience of leaving the car at home whilst walking to the vast array of amenities; including Monash Medical Centre, Monash Uni, trains, Clayton Road shops, M-City and parkland, or simply take a quick drive to with Monash or EastLink Freeway for travels further afield.This property offers the following features:- Light-filled living with polished floorboards - Modern kitchen with gas cooking- 5 generous sized bedrooms with BIRs- Central bathroom and ensuite to master bedroom- Ducted heating- Secure rear courtyard- Single lock up garage***IMPORTANT - YOU MUST REGISTER TO INSPECT***Simply click on 'Book an Inspection Time' or 'Contact Agent' to register and we will respond with available appointment times. By registering, you will be instantly informed of any updates, changes or cancellations for your appointment.DISCLAIMERS*It is a requirement to inspect the property prior to applying.**Inspection times and property availability are subject to change or cancellation without notice. We highly recommend registering for an inspection should you wish to attend to avoid disappointment for any changes or cancellations.***Whilst First National Clayton has taken care in the preparation of the photos and description of the property, interested person(s) are advised to make their own enquiries and satisfy themselves in all respects of the property they wish to lease."
Apartment,380,"Bond $1,651","208/1728 Dandenong Road, Clayton",2,1,0,,,Available 19 Feb 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit 208 - This is a TWO BEDROOMS apartment for TWO person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As new, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private bathroomKitchen with 4 burner gas cookingBigAir Wi-Fi broadband at student discount rate - NO contract, NO phone line required!!Most apartments include a private court yard or balconyApply Now!! "
Apartment,375,"Bond $2,250","G20/1728 Dandenong Road, Clayton",2,1,0,,,Available 12 Feb 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit G20 - This is a TWO-BEDROOM apartment for TWO persons only** This unit with A/C **Monash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private stylish bathroomKitchen with 4 burner gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most apartments include a private court yard or balconyApply now to pre-book!! "
Apartment,270,"Bond $1,173","203/1728 Dandenong Road, Clayton",1,1,0,,,Available 15 Jan 2020,"Unit 203 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private stylish bathroomKitchen with 4 burner gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most apartments include a private court yard or balconyApply now to pre-book!! "
Apartment,270,"Bond $1,173","G07/1728 Dandenong Road, Clayton",1,1,0,,,Available 19 Feb 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit G07 - This is a ONE BEDROOM apartment for ONE person only** This unit with Air conditioning **Monash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private stylish bathroomKitchen with 4 burner gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most apartments include a private court yard or balconyApply now to pre-book!! "
Apartment,270,"Bond $1,173","G12/1728 Dandenong Road, Clayton",1,1,0,,,Available 12 Feb 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit G12 - This is a ONE BEDROOM apartment for ONE person only** This unit with A/C **Monash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private stylish bathroomKitchen with 4 burner gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most apartments include a private court yard or balconyApply now to pre-book!! "
House,550,"Bond $2,500","428 Haughton Road, Clayton",4,1,6,Auv Real Estate,,Open Wed 13 Nov 4:15pm View allAvailable now,"Accommodation is great, with 4 bedrooms, large master and central bathroom. Other features include: freshly painted, carpet, timber floors, split heating and the backyard is easily maintained.It is ideal for university students wishing to live and share together. Brilliant location so do not miss out!Very close to Clayton Station and shops.By registering your details you will be INSTANTLY informed of any updates, changes or cancellations for your property appointment.If no one registers for an inspection time then that inspection may not proceed.DON'T MISS OUT : Book for an inspection time today by sending us a message!Email: pm@auvinvestment.com or call office 9572 0002"
House,400,"Bond $1,738","19  Morton Street, Clayton",3,1,2,Davita Real Estate - MULGRAVE,,Available now,"Great opportunity is available now for students and family to secure this spacious three bedroom house, situated within walking distance to Monash University, IKEA Homemaker Centre, upcoming M-city, Monash Medical Centre, bus stops, local schools, and minutes away from Clayton Train Station, Clayton shopping district, Clayton Community Centre and Chadstone Shopping Centre. This beautiful home comes with 3 generous size bedroom with BIR, huge living area, good size kitchen and dining area. Available Now! "
Apartment,270,"Bond $1,173","109/1728 Dandenong Road, Clayton",1,1,0,,,Available 26 Feb 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit 109 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New, Modern & Stylish Student Accommodation some with Air Conditioning .These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, modern common room, spacious communal outdoor area and communal laundry.Apartments Include:Rent includes Gas UsageFully furnished apartmentsPrivate stylish bathroom and KitchenStudy Desk and ChairBroadband internet point and individual telephone lineMany apartments include a private courtyard or a balcony.Furniture inclusions are:Four hot plates gas cookingBed with storage drawers and mattressTelevision and DVD player with remote controlLounge chairsStudy DeskStudy ChairMicrowave OvenUnder bench fridgeWindow furnishings "
Apartment,405,"Bond $2,430","132/1457 North Road, Clayton",2,1,0,,,Available 12 Feb 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 132 - This is a TWO BEDROOMS apartment for TWO person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Apartment,400,"Bond $2,400","316/1457 North Road, Clayton",2,1,0,,,Available 12 Feb 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 316 - This is a TWO BEDROOMS apartment for TWO person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Apartment,400,"Bond $2,400","122/1457 North Road, Clayton",2,1,0,,,Available 29 Jan 2020,"Unit 122 - This is a TWO BEDROOM apartment for TWO persons onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Apartment,395,"Bond $2,370","110/1457 North Road, Clayton",2,1,0,,,Available 29 Jan 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 110 - This is a TWO BEDROOMS apartment for TWO person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Studio,270,"Bond $1,173","117/1457 North Road, Clayton",1,1,0,,,Available 12 Feb 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 117 - This is a STUDIO apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Apartment,285,"Bond $1,173","224/1457 North Road, Clayton",1,1,0,,,Available 13 Jan 2020,"Unit 224 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Unit,400,"Bond $1,738","Unit 1/18 Francis Street, Clayton",2,1,2,LJ Hooker - Clayton,,Available now,"Set right in the heart of Clayton and only a few short minutes walk to Clayton train station, this freshly refurbished two bedroom unit is the perfect place to call home.  New carpets throughout give it a lovely warm feel and the huge lounge and generous dining area will give you plenty of space to relax in.  The kitchen has plenty of cupboard space and a cool retro feel.  Included is a garage and an extra parking space."
House,370,"Bond $1,608","1/23 Francis Street, Clayton",2,1,2,Ray White - Oakleigh,,Open tomorrow 4:40pm View allAvailable now,"Located only metres walk to Clayton train station, bus stop, all shops and cafes, Monash Medical Centre and parks this low maintenance villa is perfectly positioned and has the bonus of your own driveway area. * 2 bedrooms with built in robes* Spacious open plan living/dining area* Central bathroom with separate shower * Updated kitchen with gas cooking* Laundry in bathroom* Gas heating in living area* Air conditioning in living area* Separate toilet* Private rear yard* Single garage plus one car space in front of garage"
Townhouse,140,"Bond $4,260","1/17 Harlington Street, Clayton",4,2,2,Biggin & Scott - Greater Dandenong,,Available now,"Located close to local schools, shops, public transport, minutes to Clayton Central Shopping Centre, Monash University, the Clayton Community Centre and Clayton Train Station, this great family home is the cornerstone of where quality meets low-maintenance.This residence has a  generous size living throughout with a 2.7 meter ceiling height. Offering 4 bedrooms, 2 bathrooms, 3 toilets, with built-in robes, well-appointed kitchen plus dishwasher, dining and large living area. Heating and cooling throughout with invertor  split systems downstairs with main master bedroom, a separate powder room and laundry.Other features include: low maintenance courtyard with north facing sun, double lock up garage with remote control internal entry, and only a short walk to your busy Clayton Road, which offers your supermarkets and plenty of restaurants and cafes.Arrange an inspection time that suits you.Simply click on the blue Book Inspection' button to arrange a suitable viewing time, or use the Contact Agent' facility.Enter your full details and a link will be sent to you enabling you to register for one of the available times that suit YOU.If no one registers for an inspection time, the inspection may not go ahead.By registering, you will INSTANTLY be informed of any updates, changes or cancellations to your appointment. You MUST enter your details to book an inspection time. Don't miss out - book for an inspection time todayThis won't last long so enquire todayPlease Note, Inspection Times Are subject To Change without Warning. Also, Inspection times are strictly 10 minutes only; please Ensure You Come on Time."
House,400,"Bond $1,738","47 Thompson Street, Clayton",4,1,1,First National Clayton - CLAYTON,,Available now,"This property is located within a short walking distance to Clayton shops, train station, local primary school, Monash Medical and close proximity to Monash University. This spacious family home features:- Generous separate living areas- Spacious kitchen with dishwasher- 4 bedrooms- Separate bathroom and laundry- North facing rear yard with ample space - Single garageNOTE: lawn mowing maintenance of $55 per calendar month.***IMPORTANT - YOU MUST REGISTER TO INSPECT***Simply click on 'Book an Inspection Time' or 'Contact Agent' to register and we will respond with available appointment times. By registering, you will be instantly informed of any updates, changes or cancellations for your appointment. DISCLAIMERS*It is a requirement to inspect the property prior to applying.**Inspection times and property availability are subject to change or cancellation without notice. We highly recommend registering for an inspection should you wish to attend to avoid disappointment for any changes or cancellations. ***Whilst First National Clayton has taken care in the preparation of the photos and description of the property, interested person(s) are advised to make their own enquiries and satisfy themselves in all respects of the property they wish to lease."
House,490,"Bond $2,124","44 Glenbrook Avenue, Clayton",4,2,1,,,Available now,"This original home is close to Monash University, Monash Medical Centre, Clayton shops, public transport, schools and all  amenities. Comprises 4 bedrooms (3 with built in robes), large kitchen and meals area, renovated main bathroom with shower, second shower in laundry, separate toilet, alfresco and secure rear yard. Features wooden floor, ducted heating, window shutters, gas cooker & oven. The back shed do not form part of the lease. Available now."
Unit,515,"Bond $2,575","2/85 Eva Street, Clayton",3,2,1,Barry Plant (Oakleigh) Pty Ltd - Oakleigh,,Available now,"This 3 bedroom unit set at back of block is prime location to Primary and Secondary Schools, and walking distance to local shops and Clayton Train Station.3 bedrooms, master with ensuite and all bedrooms with BIRs, second bathroom with bath and shower, and separate toilet, large laundry, open plan living and kitchen with new dishwasher, gas cooking and new kitchen appliances, decent sized courtyard, single lock up garage. Ducted heating and split system.Freshly painted, new carpets, new wash basins & new blinds throughout.Arranging an inspection is easy!To book a time to inspect, simply click on the 'Book an Inspection Time' button OR click 'Contact Agent', email through your details so we can reply with available appointment times for you to register to inspect. By registering, you will be INSTANTLY informed of any updates, changes or cancellations for your appointment."
House,395,"Bond $1,716","35 Robinson  Street, Clayton",4,1,2,Woodards - Oakleigh,,Open Wed 13 Nov 4:30pm View allAvailable now,"Please note, to APPLY for a property, you are required to INSPECT the property FIRSTStep inside this four bedroom home that features generous bedrooms, lounge with gas heating, kitchen with good storage, meals space and gas cooking, central bathroom with shower over bath, large laundry, two car lock up garage and large front and rear yards, located only a short distance to Clayton shops, train station, parks and schools."
Townhouse,600,"Bond $2,781","22 Rose Street, Clayton",3,2,1,Jellis Craig - Carnegie,,Open Wed 13 Nov 4:40pm View allAvailable now,"OFFERED  FURNISHED FOR $600 PER WEEK With striking architectural design this near new 3 bedroom 2 bathroom double storey townhouse is within walking distance to Monash Hospital and Childrens Hospital, St Peters Primary, Clayton Primary School,shops, cafes and train, Incredibly sleek and maximizing light throughout both levels this home comprises a light filled living room , open plan kitchen, adjoining dining leading to a fabulous paved entertaining area. Features: European stainless steel appliances including dishwasher & microwave, stone benches and high quality cabinetry, 3 bedrooms that are generous in size with BIR'S, 2 ultra modern bathrooms (master with en-suite), laundry / powder room. Features: Split system heating & cooling throughout, polished concrete, secure video intercom, alarm, wiring for Foxtel, data & telephone ready, remote single garage and further off street parking, landscaped gardens and garden shed.Jellis Craig Bayside & Glen Eira invites you to inspect this property.If you would like to inspect this property please click ‘book inspection’ or ‘make an appointment’ and we will be in contact to arrange a suitable time. Alternatively, you can email the agent or visit the property listing on www.jelliscraig.com.au and click ‘Book Inspection’.By registering this will save you time & you will INSTANTLY be informed of any updates, changes or cancellations to the  inspection."
Townhouse,520,"Bond $2,260","33 Brushbox Court, Clayton",3,1,2,Davita Real Estate - MULGRAVE,,Available now,"Great opportunity is available now to secure this spacious double storey town residence. Being the centre of Monash Green Estate, with parkland and swimming pool right at your doorstep, walking distance to Monash University, Clayton Central, Community center, childcare centre, library, supermarkets, shops, cafes, restaurants, bus stops, Clayton train station, Monash medical centre, and children's hospital, only minutes away from IKEA homemaker centre, Chadstone Shopping Centre and upcoming M-City.As you walk into this freshly painted corner block town residence, the flowing floor plan will lead you to natural light filled open plan living room, plus modern kitchen with island bench, stainless steel appliances, dining area, powder room, and split system air conditioning downstairs, three good size bedrooms with built-in-robes upstairs, parkland view master bedroom comes with balcony, modern central bathroom, central refrigerated cooling upstairs. low maintenance private courtyard with easy access to secure tandem carport is ideal for entertaining with family and friends.Inspect now!"
House,580,"Bond $2,520","1/1 Koonawarra Street, Clayton",4,1,2,,,Open Sat 16 Nov 3:00pm View allAvailable now,"Located next to Monash University, only 5 mins walk to the gate next to N1 carpark, this clean and immaculate 4 bedroom home consisting of floorboards through-out, gas ducted heating, reverse cycle air conditioning, separate toilet, main bathroom with shower and bath-tub. Kitchen with gas cooking and walk-in pantry.Home is available as fully furnished and is ideal for university students wishing to live and share together.******* IMPORTANT! REGISTER TO INSPECT PROPERTIES *********** If you would like to inspect this property please click ‘book inspection’ or ‘make an appointment’ and we will be in contact to arrange a suitable time. Alternatively, you can email the agent or visit the property listing on www.twre.com.au and click ‘Book Inspection’.*************************************************************"
House,550,"Bond $2,390","5 Prince Street, Clayton",4,2,1,First National Clayton - CLAYTON,,Available now,"What a fantastic opportunity to live in one of Clayton's most desired streets. With just a short distance to the local shops, schools, parklands, bus stops, train station, Monash University and Monash Freeway, this house will certainly impress.This spacious home offers the following features:- Light-filled lounge- Kitchen with gas cooking and plenty of cupboard space- 4 bedrooms (3 with BIRs)- Bathroom with separate toilet and another shower- Polished floorboards- Ducted heating- Off street parkingNOTE: Garage not included.***IMPORTANT - YOU MUST REGISTER TO INSPECT***Simply click on 'Book an Inspection Time' or 'Contact Agent' to register and we will respond with available appointment times. By registering, you will be instantly informed of any updates, changes or cancellations for your appointment. DISCLAIMERS*It is a requirement to inspect the property prior to applying.**Inspection times and property availability are subject to change or cancellation without notice. We highly recommend registering for an inspection should you wish to attend to avoid disappointment for any changes or cancellations. ***Whilst First National Clayton has taken care in the preparation of the photos and description of the property, interested person(s) are advised to make their own enquiries and satisfy themselves in all respects of the property they wish to lease"
Apartment,470,"Bond $2,042","8/1 Howard court, Clayton",2,1,2,,,Available 28 Nov 2019,"CITY WIDE REAL ESTATE... Call Agent- Costa on 0408775007 or email to costa@citywiderealestate.com.auModern 2 Bedroom apartment on the ground floor. Kitchen with gas cooking and dishwasher. Separate living room - split system air conditioning and heating.Each bedroom with wall to wall carpets and spacious  wardrobes.   No garden maintenance. Walking distance to Monash University and to Monash Medical Centre.CITY WIDE REAL ESTATE282 Clayton Road, Clayton VIC 3168www.citywiderealestate.com.au"
Apartment,425,"Bond $1,847","8/333A Clayton Road, Clayton",2,1,1,Darras & Zervas - Clayton,,Open Thu 14 Nov 2:30pm View allAvailable now,"THIS APARTMENT IS VERY CLOSE TO TRAIN STATION, SHOPS, MONASH UNIVERSITY AND MONASH HOSPITAL, TO SUIT THE MODERN EXECUTIVE, STUDENT OR FAMILY, SECURE ENTRY, TWO BEDROOMS, WITH BUILT IN ROBES, LARGE LOUNGE, BATHROOM, LAUNDRY, PARTLY FURNISHED(as per photo)FREE GAS BILL & CAR SPACE, PROPERTY ALSO FEATURES AIR CONDITIONING . (if you don't need the furniture it can be removed.)CALL NOW TO INSPECT..95444611  FOR MORE GO TO www.darraszervas.com.au"
Townhouse,730,"Bond $2,920","3/8 Jaguar Drive, Clayton",3,2,1,Greg Hocking Telios - Oakleigh,,Open tomorrow 5:45pm View allAvailable now,"If you work or study at either Monash University or Hospital, then this is your new home. Beautifully designed taking every modern necessity, this fantastic Townhouse comprises and features: Entrance hall, brand new ultra modern kitchen with stainless steel appliances, gas cook top, electric oven, dishwasher, floor board downstairs areas with 3 large carpeted bedrooms with built in robes, 2 bathrooms, x3 toilets, remote access lock up garage, split heating cooling system in all bedrooms and lounge room,  low maintenance rear private courtyard and much more.Be the first to move in and enjoy this remarkable and stunning property."
